Unboxed Coworking,CITY,ADDRESS,POC,STATE,AREA,DAY PASS,CATEGORY AS PER PRICING,STATUS,AMENITIES,FLEXI DESK _MONTHLY,DD_MONTHLY,PC_MONTHLY,CATEGORY AS PER SAP,ALT NAME,avg_rating,review_count,seats_available
BHIVE Workspace Hsr sec 6,Bengaluru,"L-148, 5th Main Rd, near Rajesh Jewellers, Sector 6, HSR Layout, Bengaluru, Karnataka 560102",Ishita Kashyap,Karnataka,HSR Layout,249,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,0,GOLD,BHIVE Workspace Hsr sec 6,4.7,80,70
Honeykomb by BHIVE MG Road,Bengaluru,"25, Primrose Rd, Craig Park Layout, Sivanchetti Gardens, Bengaluru, Karnataka 560025",Ishita Kashyap,Karnataka,Sivanchetti Gardens,249,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,10000,GOLD,Honeykomb by BHIVE MG Road,4.0,242,60
Honeykomb by BHIVE 19th Main,Bengaluru,"3/B, 19th Main Rd, Sector 3, HSR Layout, Bengaluru, Karnataka 560102",Ishita Kashyap,Karnataka,HSR Layout,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,0,GOLD,Honeykomb by BHIVE 19th Main,4.2,109,40
Honeykomb by BHIVE 27th Main,Bengaluru,"649, 13th Cross, 27th Main Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",Ishita Kashyap,Karnataka,1st Sector,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,0,GOLD,Honeykomb by BHIVE 27th Main,4.3,196,94
Honeykomb by BHIVE HSR Sector 2,Bengaluru,"#703, 22nd A Main Rd, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",Ishita Kashyap,Karnataka,HSR Layout,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,0,SILVER,Honeykomb by BHIVE HSR Sector 2,4.6,410,73
BHIVE Platinum HSR Sector 6,Bengaluru,"L-158, 14th Cross Road, 158, 5th Main Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102",Ishita Kashyap,Karnataka,HSR Layout,499,GOLD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,10000,11000,PLATINUM,BHIVE Platinum HSR Sector 6,3.7,130,21
BHIVE Workspace HSR Sector 6 Service Road,Bengaluru,"L-194, Santhosapuram, Sector 6, HSR Layout, Bengaluru, Karnataka 560101",Ishita Kashyap,Karnataka,Sector 6,149,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,7000,8000,GOLD,BHIVE Workspace HSR Sector 6 Service Road,4.1,134,98
Honeykomb by BHIVE Indiranagar,Bengaluru,"No.8, 80 Feet Main Road, Indiranagar, HAL 3rd Stage, Bengaluru, Karnataka 560075",Ishita Kashyap,Karnataka,Indiranagar,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,10000,0,SILVER,Honeykomb by BHIVE Indiranagar,3.8,302,70
Daftar Cowork,Jaipur,"12, Shiv Marg, kirti Nagar, Shyam Nagar, Jaipur, Rajasthan 302019",Utkarsh Gupta,Rajasthan,Shyam Nagar,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",4000,4500,0,SILVER,Daftar Cowork,3.7,471,11
Green nest,Kochi,"Giringar Housing Colony, Giri Nagar, Kadavanthra, Kochi, Ernakulam, Kerala 682020",Abhijit,Kerala,Giri Nagar,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,5000,0,GOLD,Green nest,4.1,384,23
Dafftar Coworking Space,Jaipur,"104, 123, New Sanganer Rd, opp. metro pillar, Shyam Nagar, Jaipur, Rajasthan 302019",Utkarsh ,Rajasthan,Sodala,199,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",4000,4500,5000,SILVER,Dafftar Coworking Space,4.6,254,20
Myofyc,Kolkata,"Mani Casadona, Newtown Action Area IIF, 6th Floor, Unit No 6WS9, Near TCS Geetanjanli, Kolkata-700161",Shyamsunder Lal,West Bengal,Newtown,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,5000,7000,GOLD,Myofyc,4.4,291,40
CoKarma Coworking,Hyderabad,"Office# 309, 5th Floor, Liberty Plaza, 3-6-365, Himayatnagar, Hyderabad, Telangana 500029",Tarun,Telangana,Himayatnagar,500,GOLD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,5000,0,GOLD,CoKarma Coworking,3.9,345,42
First Space,Dharamshala,"First Space, near Employment Office, Shyam Nagar, Dharamshala, Himachal Pradesh 176215, India",Viakash,Himachal Pradesh,Shyam Nagar,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,5000,0,GOLD,First Space,4.0,159,26
BHIVE Platinum MG Road,Bengaluru,"No. 2, 1, Brunton Rd, off Mahatma Gandhi Road, opposite Old Passport Office, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka 560001",Ishita Kashyap,Karnataka,Craig Park Layout,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,15000,16000,GOLD,BHIVE Platinum MG Road,4.2,465,32
Honeykomb by BHIVE HSR sector 6,Bengaluru,"L -141, 5th Main Rd, opposite Rajesh Jewellers, Sector 6, HSR Layout, Bengaluru, Karnataka 560102",Ishita Kashyap,Karnataka,HSR Layout,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,8000,0,GOLD,Honeykomb by BHIVE HSR sector 6,3.7,192,5
Myworx,Noida,"D-99, Sector-2, Noida, UP-201301",Pankaj Rathi,Uttar Pradesh,Sector 2,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",4000,5000,6000,SILVER,Myworx,3.8,62,24
Fun@Work,Bhubaneshwar,"3rd Floor, BMC Bhawani mall,Block 2, Saheed Nagar, Bhubaneswar, Odisha 751007",Shimarekha,Odisha,Saheed Nagar,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,5000,13000,GOLD,Fun@Work,3.9,470,46
Pink Hive Coworking,Jaipur,"Lalkothi, Malviya Nagar,Jaipur, Rajasthan 302007, India",Rohit Kumar,Rajasthan,Lalkothi,300,SILVER,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,5000,18000,SILVER,Pink Hive Coworking,4.8,294,9
WorkEasy Coworking Space,Rajkot,"2nd Floor, Cross Roads, Kalavad Rd, above Jaddus Food Field Restaurant, near RPJ Hotel, Jai Bhimnagar, Nana Mava, Rajkot, Gujarat 360001", Jagvijaysinh Jadeja,Gujarat,Nana Mava,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,5000,0,GOLD,WorkEasy Coworking Space,3.7,22,72
Cowo24x7,Kanpur Nagar,"FIRST FLOOR, CoWo 24x7, BHR COMPLEX, 119/538-A, Chapman Ganj, Gumti No.5, Darshan Purwa, Kanpur, Uttar Pradesh 208012, India",Gurpreet Singh ,Uttar Pradesh,Darshan Purwa,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,5000,0,SILVER,Cowo24x7,3.9,475,94
Invocob,Jaipur,"Mahalaxmi Nagar, Plot No-C-16, Thomsonian Marg, behind WTP, D-Block, Malviya Nagar, Jaipur, Rajasthan 302017, India",Ravi,Rajasthan,Malviya Nagar,400,GOLD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",4500,5000,5500,SILVER,INVOCOB,4.8,286,89
THE19th Inspiron,Bengaluru,"THE19th Inspiron, Fourth Floor, Sir M. Visvesvaraya Rd, Vijaya Bank Layout, BDA Layout BTM 4th Stage, Bengaluru, Karnataka 560076",Rishank ,Karnataka,BDA Layout BTM 4th Stage,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,GOLD,THE19th Inspiron,4.7,317,61
Worknook,Noida,"Third floor, A-83, Sector 63 Rd, A Block, Sector 63, Noida, Uttar Pradesh 201301, India",Mohit singh,Uttar Pradesh,Sector 63,500,GOLD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",4500,5000,5500,GOLD,Worknook,4.8,463,15
Attic Space-Symbiosis,Bengaluru,"268, 100 Feet Rd, near JACK&JONES STORE, Indira Nagar II Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",Shonali,Karnataka,Indiranagar,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,5140,0,STANDARD,Attic Space-Symbiosis,4.5,479,62
Attic Square-Enclave,Bengaluru,"31, 80 Feet Rd, Defence Colony, Indiranagar, Bengaluru, Karnataka 560075, India",Shonali,Karnataka,Defence Colony,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,5300,0,STANDARD,Attic Square-Enclave,4.2,473,49
Awfis-Uppals Genesis-NA,Delhi NCT,"A-32, Ground Floor, Block B, Mohan Cooperative Industrial Estate, Badarpur, Mohan Cooperative New Delhi 110076",Raghav Mittal,Delhi (NCT),Mohan Cooperative Industrial Estate,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,11500,12500,GOLD,Awfis-Uppals Genesis-NA,4.8,24,12
Tech One,Gurgaon,"F35C+MXH, Sector 29, Gurugram, Haryana 122007, India",Ricky,Haryana,Sector 29,150,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,18000,STANDARD,Tech One,4.5,351,18
wework-Express Towers,Mumbai,"Nariman Point, Mumbai, Maharashtra 400021, India",Meher,Maharashtra,Nariman Point,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,37500,PLATINUM,wework-Express Towers,4.4,20,32
Nuaxa Zundal,Ahmedabad,"Nauxa Workspaces, Sangath IPL HQ, Sardar Patel Ring Rd, near Zundal - Tragad Road, Chandkheda, Ahmedabad, Gujarat 382424",Geeta,Gujarat,Chandkheda,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",4000,5300,14500,GOLD,Nuaxa Coworking,3.8,325,75
Nuaxa ,Ahmedabad,"526, Iscon Emporio, near Jodhpur Cross Road, Satellite, Ahmedabad, Gujarat 380015, India",Geeta,Gujarat,Satellite,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",4000,5300,14500,GOLD,Nuaxa Coworking,4.6,256,31
Attic Space-Chankya,Bengaluru,"2nd Main Rd, Nanjappa Reddy Layout, Koramangala, Bengaluru, Karnataka, India",Shonali,Karnataka,Koramangala,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,5360,0,STANDARD,Attic Space-Chankya,5.0,188,93
Attic Space-Lotus,Bengaluru,"No.612/1, PID no. 68-299, 612/1, 80 Feet Rd, Kormangala, Bangalore 560034",Shonali,Karnataka,Koramangala,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,5405,0,STANDARD,Attic Space-Lotus,3.6,474,44
Workamuse Coworking Space,Chennai,"76, Nungambakkam High Rd, Subba Road Avenue, Nungambakkam, Chennai, Tamil Nadu 600034, India",thillai,Tamil Nadu,Austin Nagar,299,SILVER,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,5499,0,SILVER,Workamuse Coworking Space,4.5,275,88
WorkFlo Workspaces 002,Delhi NCT,"M 130-131, Second floor, Connaught circle. Connaught Place, New Delhi 110001",,Delhi (NCT),Connaught Place,499,GOLD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,15000,GOLD,WorkFlo Workspaces 002,4.7,317,88
Working Kulture,Jodhpur,"2nd Floor, Parijat Tower, Sardarpura D Road, Jodhpur",varun,Rajasthan,Sardarpura,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Locker/Storage"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",5000,5500,18000,GOLD,Working Kulture,3.8,142,30
MyOffiz,Gurgaon,"Plot No. 270, Phase, 2, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",Devashish Ghosh,Haryana,Udyog Vihar,500,GOLD,LIVE,"[""Wifi"",""Power Socket"",""Locker/Storage"",""Tea/Coffee"",""Common Area"",""Reception"",""Power Backup""]",5500,5500,7000,GOLD,MyOffiz,4.2,248,98
Ikeva,Bengaluru,"Level 8, Tower 1, Umiya Business Bay, Embassy Tech Square Main Road, Cessna Business Park, Outer Ring Rd, Kaverappa Layout, Kadubeesanahalli, Marathahalli, Bengaluru, Karnataka 560103, India",Adithya Kumar,Karnataka,Marathahalli,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Locker/Storage"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""F&B Cafe"",""Food"",""Power Backup""]",5500,5500,6500,GOLD,Ikeva,4.0,352,57
Workingdom,Delhi NCT,"Plot No. 11, 12, 16, 17 Palam Extension, Block A, 2nd Floor, Block A, Sector 7 Dwarka, Dwarka, Delhi, 110075, India",Trishna,Delhi (NCT),Dwarka,300,SILVER,LIVE,"[""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Locker/Storage"",""Tea/Coffee"",""24*7 Access"",""Meeting Room"",""Common Area"",""Reception"",""F&B Cafe"",""Food"",""Power Backup""]",5000,5500,6500,GOLD,Workingdom,4.6,244,17
Awfis-Skyline Icon Marol 3,Mumbai,"404, 4th Floor, Skyline Icon, Andheri - Kurla Rd, Andheri East Mumbai 400059",Sahir Wasim,Maharashtra,Andheri East,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,26000,PLATINUM,Awfis-Skyline Icon Marol 3,4.2,327,21
Awfis-Auram Q Parc 2,Mumbai,"8th Floor, Q2 Building, Thane-Belapur Road, Ghansoli, Navi Mumbai Thane Mumbai 400710",Manasth,Maharashtra,Pawne,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,0,GOLD,Awfis-Auram Q Parc 2,4.4,22,61
Nextcoworks,Bengaluru,"Ranka Colony Rd, Munivenkatppa Layout, Bilekahalli, Bengaluru, Karnataka 560076, India",Manish,Karnataka,Bilekahalli,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Locker/Storage"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""F&B Cafe"",""Food"",""Power Backup""]",0,5500,6900,STANDARD,Nextcoworks,4.5,371,78
Collab Cubicles,Bengaluru,"Unit No. 301, 3rd Floor, Brigade Irv Center, Nallurhalli Rd, Nallurhalli, Whitefield, Bengaluru, Karnataka 560066, India",RAJIV KUMAR JHA,Karnataka,Whitefield,0,STANDARD,LIVE,"[""Stationary"",""Power Socket"",""Services(Courier/Admin)"",""Locker/Storage"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""F&B Cafe"",""Gaming Room"",""Food"",""Power Backup"",""Wifi"",""Printer/Scanner""]",0,5500,6500,GOLD,Collab Cubicles,3.7,69,80
Ikeva,Hyderabad,"3, Lotus Heights, Kavuri Hills Phase 2 Rd, beside D-Mart, Kavuri Hills, Madhapur, Hyderabad, Telangana 500081, India",Karan Madan,Telangana,Kavuri Hills,0,STANDARD,LIVE,"[""Wifi"",""Stationary"",""Power Socket"",""Locker/Storage"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""F&B Cafe"",""Food"",""Power Backup""]",5000,5500,6500,GOLD,Ikeva,3.9,303,47
My Branch,Bhopal,"2nd Floor, Guru Arcade, Plot No-153, Ram Gopal Maheshwari Marg, Zone-I, Maharana Pratap Nagar, Bhopal, Madhya Pradesh 462011, India",Shweta Sahu,Madhya Pradesh,Maharana Pratap Nagar,0,STANDARD,LIVE,"[""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Locker/Storage"",""Tea/Coffee"",""Common Area"",""Reception"",""Power Backup""]",0,5500,0,STANDARD,My Branch,4.7,402,14
My Branch,Noida,"Khasra No. 694M, 695M, 696M Chandra Heights,Village, Main, Dadri Main Rd, Salarpur Khadar, Sector 107, Noida, Uttar Pradesh 201301, India",Shweta Sahu,Uttar Pradesh,Sector 107,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Smoking Room"",""Locker/Storage"",""Tea/Coffee"",""Common Area"",""Reception"",""F&B Cafe"",""Food"",""Power Backup""]",0,5500,0,STANDARD,My Branch,3.9,41,77
InCube Space,Nashik,"Saurabh,Plot no 10, Survey n0 56/1/4 Nandavan Colony, Jai Bhavani Rd, Aute Nagar, Gandhi Nagar Airport Area, Nashik Road, Nashik, Maharashtra 422214, India",Snehal,Maharashtra,Nashik Road,0,STANDARD,LIVE,"[""Wifi"",""Easy Accessibility"",""Power Socket"",""Locker/Storage"",""Tea/Coffee"",""Common Area"",""Reception"",""F&B Cafe"",""Power Backup""]",0,5500,0,STANDARD,Incube Space,4.8,100,26
STM CoWorks,Mumbai,"Unit No. 910, Kamdhenu Commerz, Sector 14, Kharghar, Navi Mumbai, Maharashtra 410210.",,Maharashtra,Kharghar,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",3999,0,11999,SILVER,STM CoWorks,3.7,227,15
Eco Works,Thane,"Modi Business Park, 4th Floor, D Wing, Ghodbunder Rd, Kasarvadavali, Thane West, Thane, Maharashtra 400615",,Maharashtra,Thane West,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,SILVER,Eco Works,4.0,390,48
WorkLab Co,Mumbai,"Kalina Kurla Rd, Kolivery Village, Vidya Nagari, Kalina, Santacruz East, Mumbai, Maharashtra, India",Priyanka ,Maharashtra,Kalina,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",10000,0,12000,GOLD,WorkLab Co,4.1,116,23
BizzHub ,Mumbai,"4th Floor, 413 Hubtown Viva, W.E  Highway, Near Shankar Wadi, Jogeshwari East Mumbai, 400060",Nikith Narayan,Maharashtra,Jogeshwari East,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,15000,GOLD,BizzHub ,4.1,395,95
Novel Office,Gurgaon,"4th Floor, Building No 6, Candor tech Space, Sector 48, Tikri, Gurgaon, 122001",Yashwanth A,Haryana,Sector 48,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,10000,14000,GOLD,Novel Office,4.3,211,79
BHIVE ,Chennai,"No.18, South Beach Avenue 1st street, MRC Nagar, Chennai, 600028",Ishita Kashyap,Tamil Nadu,Raja Annamalai Puram,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",9000,0,14000,GOLD,BHIVE ,3.7,407,76
Supremework,Mumbai,"A-207, Durvankur CHS Ltd., Sant Janabai Road, Vile Parle East, Mumbai-400057",Mr. Chetanya Goel,Maharashtra,Vile Parle,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,7000,13000,STANDARD,Supremework,4.3,290,41
Novel Office,Jaipur,"F-220- 225, EPIP, IT Park, Jaipur, 302022",Yashwanth A,Rajasthan,Sitapura,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",7000,0,13500,STANDARD,Novel Office,3.8,51,27
KWORKS Workspaces,Gurgaon,"Office No. 957, 9th Floor,, Spaze I-Tech Park, Sector 49, Sohna Road,, Gurgaon, 122018",,Haryana,Sector 49,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",7000,0,8500,SILVER,KWORKS Workspaces,3.9,285,42
Phoenix Marketcity,Mumbai,"Lower Ground 02, B Wing, Art Guild House, Phoenix Market City L.B.S Marg, Kurla West, Bandra Kurla Complex, Annexe, Mumbai, Maharashtra 400070",,Maharashtra,Kurla,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,14000,SILVER,Phoenix Marketcity,3.5,326,31
Lavero,Patna,"Laxmi Apartment, Fraser Road, Patna , Bihar",,Bihar,North Sri Krishna Puri,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,9000,12000,STANDARD,Lavero,4.5,107,69
CE Service Office,Noida,"Plot No.C, 001, Sector 16B, Noida, Uttar Pradesh 201301, India",,Uttar Pradesh,Sector 16B,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,8000,11000,SILVER,CE Service Office,4.5,425,50
